Year,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,Origin,OriginCityName,OriginState,Dest,DestCityName,DestState,DepDelay,DepDelayMinutes,DepDel15,TaxiOut,TaxiIn,ArrDelay,ArrDelayMinutes,ArrDel15,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,MonthName,IsDelayed,DelayCategory,SpeedMph,TotalGround
2024,3,24,7,2024-03-24,B6,SJU,"San Juan, PR",PR,BOS,"Boston, MA",MA,455.0,455.0,1.0,10.0,9.0,438.0,438.0,1.0,0.0,,0.0,266.0,249.0,230.0,1674.0,7,67.0,0.0,0.0,0.0,371.0,January,1,Severe Delay,436.7,19.0
2024,1,19,5,2024-01-19,DL,DTW,"Detroit, MI",MI,MSP,"Minneapolis, MN",MN,69.0,69.0,1.0,13.0,9.0,50.0,50.0,1.0,0.0,,0.0,120.0,101.0,79.0,528.0,3,34.0,0.0,0.0,0.0,16.0,January,1,Moderate Delay,401.01,22.0
2024,2,1,4,2024-02-01,WN,DEN,"Denver, CO",CO,IND,"Indianapolis, IN",IN,-1.0,0.0,0.0,13.0,6.0,-8.0,0.0,0.0,0.0,,0.0,145.0,138.0,119.0,977.0,4,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,492.61,19.0
2024,1,15,1,2024-01-15,AA,PDX,"Portland, OR",OR,CLT,"Charlotte, NC",NC,15.0,15.0,1.0,14.0,5.0,-12.0,0.0,0.0,0.0,,0.0,292.0,265.0,246.0,2282.0,10,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,556.59,19.0
2024,3,8,5,2024-03-08,F9,CLT,"Charlotte, NC",NC,PHL,"Philadelphia, PA",PA,0.0,0.0,0.0,19.0,14.0,-4.0,0.0,0.0,0.0,,0.0,103.0,99.0,66.0,449.0,2,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,408.18,33.0
2024,3,11,1,2024-03-11,UA,PHX,"Phoenix, AZ",AZ,LAX,"Los Angeles, CA",CA,-4.0,0.0,0.0,15.0,5.0,-16.0,0.0,0.0,0.0,,0.0,92.0,80.0,60.0,370.0,2,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,370.0,20.0
2024,3,29,5,2024-03-29,WN,DEN,"Denver, CO",CO,DAL,"Dallas, TX",TX,-5.0,0.0,0.0,26.0,9.0,4.0,4.0,0.0,0.0,,0.0,110.0,119.0,84.0,651.0,3,0.0,0.0,0.0,0.0,0.0,January,0,Minor Delay,465.0,35.0
2024,1,16,2,2024-01-16,OO,SMF,"Sacramento, CA",CA,LAX,"Los Angeles, CA",CA,-5.0,0.0,0.0,20.0,12.0,-8.0,0.0,0.0,0.0,,0.0,98.0,95.0,63.0,373.0,2,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,355.24,32.0
2024,4,9,2,2024-04-09,UA,LAS,"Las Vegas, NV",NV,DEN,"Denver, CO",CO,-11.0,0.0,0.0,18.0,8.0,-15.0,0.0,0.0,0.0,,0.0,119.0,115.0,89.0,628.0,3,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,423.37,26.0
2024,2,28,3,2024-02-28,AA,JAX,"Jacksonville, FL",FL,DFW,"Dallas/Fort Worth, TX",TX,-4.0,0.0,0.0,13.0,10.0,-6.0,0.0,0.0,0.0,,0.0,174.0,172.0,149.0,918.0,4,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,369.66,23.0
2024,1,5,5,2024-01-05,WN,PHX,"Phoenix, AZ",AZ,DEN,"Denver, CO",CO,4.0,4.0,0.0,24.0,7.0,15.0,15.0,1.0,0.0,,0.0,105.0,116.0,85.0,602.0,3,0.0,0.0,15.0,0.0,0.0,January,0,Minor Delay,424.94,31.0
2024,2,18,7,2024-02-18,WN,BWI,"Baltimore, MD",MD,JAX,"Jacksonville, FL",FL,-2.0,0.0,0.0,17.0,5.0,11.0,11.0,0.0,0.0,,0.0,125.0,138.0,116.0,663.0,3,0.0,0.0,0.0,0.0,0.0,January,0,Minor Delay,342.93,22.0
2024,4,21,7,2024-04-21,YX,LGA,"New York, NY",NY,PIT,"Pittsburgh, PA",PA,-4.0,0.0,0.0,15.0,6.0,-27.0,0.0,0.0,0.0,,0.0,103.0,80.0,59.0,335.0,2,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,340.68,21.0
2024,4,19,5,2024-04-19,WN,BNA,"Nashville, TN",TN,SJC,"San Jose, CA",CA,3.0,3.0,0.0,13.0,4.0,10.0,10.0,0.0,0.0,,0.0,285.0,292.0,275.0,1947.0,8,0.0,0.0,0.0,0.0,0.0,January,0,Minor Delay,424.8,17.0
2024,3,29,5,2024-03-29,DL,DSM,"Des Moines, IA",IA,ATL,"Atlanta, GA",GA,19.0,19.0,1.0,14.0,5.0,7.0,7.0,0.0,0.0,,0.0,121.0,109.0,90.0,743.0,3,0.0,0.0,0.0,0.0,0.0,January,0,Minor Delay,495.33,19.0
2024,2,28,3,2024-02-28,WN,IAH,"Houston, TX",TX,DAL,"Dallas, TX",TX,-6.0,0.0,0.0,26.0,5.0,-7.0,0.0,0.0,0.0,,0.0,70.0,69.0,38.0,216.0,1,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,341.05,31.0
2024,4,1,1,2024-04-01,WN,CVG,"Cincinnati, OH",KY,MDW,"Chicago, IL",IL,-4.0,0.0,0.0,12.0,3.0,-13.0,0.0,0.0,0.0,,0.0,70.0,61.0,46.0,249.0,1,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,324.78,15.0
2024,4,14,7,2024-04-14,YX,SDF,"Louisville, KY",KY,DCA,"Washington, DC",VA,0.0,0.0,0.0,15.0,7.0,-6.0,0.0,0.0,0.0,,0.0,98.0,92.0,70.0,474.0,2,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,406.29,22.0
2024,2,5,1,2024-02-05,MQ,MAF,"Midland/Odessa, TX",TX,DFW,"Dallas/Fort Worth, TX",TX,-8.0,0.0,0.0,13.0,8.0,-14.0,0.0,0.0,0.0,,0.0,76.0,70.0,49.0,309.0,2,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,378.37,21.0
2024,1,7,7,2024-01-07,OO,SEA,"Seattle, WA",WA,FCA,"Kalispell, MT",MT,-6.0,0.0,0.0,11.0,5.0,-14.0,0.0,0.0,0.0,,0.0,83.0,75.0,59.0,379.0,2,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,385.42,16.0
2024,2,5,1,2024-02-05,OO,DEN,"Denver, CO",CO,MTJ,"Montrose/Delta, CO",CO,8.0,8.0,0.0,21.0,7.0,-3.0,0.0,0.0,0.0,,0.0,75.0,64.0,36.0,196.0,1,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,326.67,28.0
2024,2,6,2,2024-02-06,UA,IAH,"Houston, TX",TX,SEA,"Seattle, WA",WA,-11.0,0.0,0.0,13.0,6.0,-49.0,0.0,0.0,0.0,,0.0,304.0,266.0,247.0,1874.0,8,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,455.22,19.0
2024,4,4,4,2024-04-04,MQ,DFW,"Dallas/Fort Worth, TX",TX,HRL,"Harlingen/San Benito, TX",TX,-4.0,0.0,0.0,16.0,5.0,-9.0,0.0,0.0,0.0,,0.0,91.0,86.0,65.0,461.0,2,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,425.54,21.0
2024,4,3,3,2024-04-03,OO,ORD,"Chicago, IL",IL,ECP,"Panama City, FL",FL,-6.0,0.0,0.0,62.0,5.0,34.0,34.0,1.0,0.0,,0.0,145.0,185.0,118.0,810.0,4,34.0,0.0,0.0,0.0,0.0,January,1,Moderate Delay,411.86,67.0
2024,2,21,3,2024-02-21,MQ,DCA,"Washington, DC",VA,MSY,"New Orleans, LA",LA,-5.0,0.0,0.0,29.0,2.0,-19.0,0.0,0.0,0.0,,0.0,183.0,169.0,138.0,969.0,4,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,421.3,31.0
2024,4,20,6,2024-04-20,AA,DCA,"Washington, DC",VA,ORD,"Chicago, IL",IL,-11.0,0.0,0.0,13.0,12.0,-23.0,0.0,0.0,0.0,,0.0,136.0,124.0,99.0,612.0,3,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,370.91,25.0
2024,4,28,7,2024-04-28,WN,STL,"St. Louis, MO",MO,HOU,"Houston, TX",TX,6.0,6.0,0.0,12.0,6.0,-6.0,0.0,0.0,0.0,,0.0,130.0,118.0,100.0,687.0,3,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,412.2,18.0
2024,4,7,7,2024-04-07,WN,BNA,"Nashville, TN",TN,MCI,"Kansas City, MO",MO,1.0,1.0,0.0,11.0,3.0,-11.0,0.0,0.0,0.0,,0.0,105.0,93.0,79.0,491.0,2,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,372.91,14.0
2024,1,27,6,2024-01-27,OO,SLC,"Salt Lake City, UT",UT,CPR,"Casper, WY",WY,-3.0,0.0,0.0,9.0,10.0,-21.0,0.0,0.0,0.0,,0.0,83.0,65.0,46.0,320.0,2,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,417.39,19.0
2024,4,18,4,2024-04-18,WN,MCO,"Orlando, FL",FL,FLL,"Fort Lauderdale, FL",FL,17.0,17.0,1.0,9.0,2.0,-2.0,0.0,0.0,0.0,,0.0,70.0,51.0,40.0,177.0,1,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,265.5,11.0
2024,4,6,6,2024-04-06,OO,PHX,"Phoenix, AZ",AZ,SEA,"Seattle, WA",WA,0.0,0.0,0.0,25.0,10.0,-7.0,0.0,0.0,0.0,,0.0,211.0,204.0,169.0,1107.0,5,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,393.02,35.0
2024,3,26,2,2024-03-26,AA,SYR,"Syracuse, NY",NY,CLT,"Charlotte, NC",NC,3.0,3.0,0.0,17.0,10.0,13.0,13.0,0.0,0.0,,0.0,123.0,133.0,106.0,603.0,3,0.0,0.0,0.0,0.0,0.0,January,0,Minor Delay,341.32,27.0
2024,3,25,1,2024-03-25,WN,BHM,"Birmingham, AL",AL,HOU,"Houston, TX",TX,5.0,5.0,0.0,11.0,4.0,3.0,3.0,0.0,0.0,,0.0,120.0,118.0,103.0,570.0,3,0.0,0.0,0.0,0.0,0.0,January,0,Minor Delay,332.04,15.0
2024,3,13,3,2024-03-13,F9,MKE,"Milwaukee, WI",WI,MCO,"Orlando, FL",FL,62.0,62.0,1.0,16.0,10.0,35.0,35.0,1.0,0.0,,0.0,183.0,156.0,130.0,1066.0,5,0.0,0.0,24.0,0.0,11.0,January,1,Moderate Delay,492.0,26.0
2024,3,18,1,2024-03-18,WN,BWI,"Baltimore, MD",MD,LAS,"Las Vegas, NV",NV,71.0,71.0,1.0,13.0,22.0,50.0,50.0,1.0,0.0,,0.0,320.0,299.0,264.0,2106.0,9,42.0,0.0,0.0,0.0,8.0,January,1,Moderate Delay,478.64,35.0
2024,1,24,3,2024-01-24,UA,LAX,"Los Angeles, CA",CA,KOA,"Kona, HI",HI,-12.0,0.0,0.0,13.0,5.0,-3.0,0.0,0.0,0.0,,0.0,362.0,371.0,353.0,2504.0,11,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,425.61,18.0
2024,4,16,2,2024-04-16,WN,PHX,"Phoenix, AZ",AZ,SJC,"San Jose, CA",CA,3.0,3.0,0.0,9.0,2.0,-3.0,0.0,0.0,0.0,,0.0,110.0,104.0,93.0,621.0,3,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,400.65,11.0
2024,4,1,1,2024-04-01,DL,ATL,"Atlanta, GA",GA,GSP,"Greer, SC",SC,-2.0,0.0,0.0,9.0,11.0,-1.0,0.0,0.0,0.0,,0.0,53.0,54.0,34.0,153.0,1,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,270.0,20.0
2024,4,26,5,2024-04-26,OH,DCA,"Washington, DC",VA,BHM,"Birmingham, AL",AL,-5.0,0.0,0.0,18.0,2.0,-25.0,0.0,0.0,0.0,,0.0,130.0,110.0,90.0,653.0,3,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,435.33,20.0
2024,3,19,2,2024-03-19,OO,GEG,"Spokane, WA",WA,BOI,"Boise, ID",ID,-7.0,0.0,0.0,13.0,6.0,-9.0,0.0,0.0,0.0,,0.0,69.0,67.0,48.0,287.0,2,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,358.75,19.0
2024,2,19,1,2024-02-19,MQ,IAH,"Houston, TX",TX,ORD,"Chicago, IL",IL,-6.0,0.0,0.0,14.0,15.0,-11.0,0.0,0.0,0.0,,0.0,160.0,155.0,126.0,925.0,4,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,440.48,29.0
2024,1,15,1,2024-01-15,AS,LAS,"Las Vegas, NV",NV,SEA,"Seattle, WA",WA,39.0,39.0,1.0,21.0,8.0,34.0,34.0,1.0,0.0,,0.0,169.0,164.0,135.0,867.0,4,34.0,0.0,0.0,0.0,0.0,January,1,Moderate Delay,385.33,29.0
2024,4,26,5,2024-04-26,OO,DEN,"Denver, CO",CO,SLC,"Salt Lake City, UT",UT,-1.0,0.0,0.0,23.0,7.0,-6.0,0.0,0.0,0.0,,0.0,98.0,93.0,63.0,391.0,2,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,372.38,30.0
2024,4,7,7,2024-04-07,UA,EWR,"Newark, NJ",NJ,BNA,"Nashville, TN",TN,6.0,6.0,0.0,17.0,7.0,-5.0,0.0,0.0,0.0,,0.0,151.0,140.0,116.0,748.0,3,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,386.9,24.0
2024,3,16,6,2024-03-16,WN,SNA,"Santa Ana, CA",CA,SMF,"Sacramento, CA",CA,-3.0,0.0,0.0,10.0,5.0,-13.0,0.0,0.0,0.0,,0.0,90.0,80.0,65.0,404.0,2,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,372.92,15.0
2024,1,17,3,2024-01-17,WN,BDL,"Hartford, CT",CT,TPA,"Tampa, FL",FL,24.0,24.0,1.0,17.0,4.0,28.0,28.0,1.0,0.0,,0.0,195.0,199.0,178.0,1111.0,5,13.0,0.0,4.0,0.0,11.0,January,1,Moderate Delay,374.49,21.0
2024,4,30,2,2024-04-30,OO,SAN,"San Diego, CA",CA,SFO,"San Francisco, CA",CA,3.0,3.0,0.0,21.0,5.0,-3.0,0.0,0.0,0.0,,0.0,102.0,96.0,70.0,447.0,2,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,383.14,26.0
2024,1,14,7,2024-01-14,OO,DTW,"Detroit, MI",MI,OMA,"Omaha, NE",NE,39.0,39.0,1.0,44.0,9.0,61.0,61.0,1.0,0.0,,0.0,143.0,165.0,112.0,651.0,3,0.0,39.0,22.0,0.0,0.0,January,1,Severe Delay,348.75,53.0
2024,3,3,7,2024-03-03,AA,SAT,"San Antonio, TX",TX,DFW,"Dallas/Fort Worth, TX",TX,35.0,35.0,1.0,15.0,12.0,33.0,33.0,1.0,0.0,,0.0,72.0,70.0,43.0,247.0,1,0.0,0.0,0.0,0.0,33.0,January,1,Moderate Delay,344.65,27.0
2024,4,21,7,2024-04-21,OO,PDX,"Portland, OR",OR,SJC,"San Jose, CA",CA,-12.0,0.0,0.0,14.0,3.0,-11.0,0.0,0.0,0.0,,0.0,105.0,106.0,89.0,569.0,3,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,383.6,17.0
2024,3,9,6,2024-03-09,DL,MCO,"Orlando, FL",FL,ATL,"Atlanta, GA",GA,229.0,229.0,1.0,17.0,6.0,216.0,216.0,1.0,0.0,,0.0,102.0,89.0,66.0,404.0,2,0.0,0.0,0.0,0.0,216.0,January,1,Severe Delay,367.27,23.0
2024,3,13,3,2024-03-13,WN,PHX,"Phoenix, AZ",AZ,DEN,"Denver, CO",CO,46.0,46.0,1.0,14.0,9.0,48.0,48.0,1.0,0.0,,0.0,105.0,107.0,84.0,602.0,3,46.0,0.0,2.0,0.0,0.0,January,1,Moderate Delay,430.0,23.0
2024,1,1,1,2024-01-01,DL,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,-3.0,0.0,0.0,19.0,14.0,-43.0,0.0,0.0,0.0,,0.0,177.0,137.0,104.0,733.0,3,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,422.88,33.0
2024,4,4,4,2024-04-04,AA,SEA,"Seattle, WA",WA,DFW,"Dallas/Fort Worth, TX",TX,-8.0,0.0,0.0,42.0,12.0,20.0,20.0,1.0,0.0,,0.0,236.0,264.0,210.0,1660.0,7,0.0,0.0,20.0,0.0,0.0,January,1,Moderate Delay,474.29,54.0
2024,2,13,2,2024-02-13,AA,DFW,"Dallas/Fort Worth, TX",TX,CLT,"Charlotte, NC",NC,0.0,0.0,0.0,18.0,13.0,-13.0,0.0,0.0,0.0,,0.0,155.0,142.0,111.0,936.0,4,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,505.95,31.0
2024,3,31,7,2024-03-31,YX,JFK,"New York, NY",NY,IAD,"Washington, DC",VA,10.0,10.0,0.0,50.0,8.0,33.0,33.0,1.0,0.0,,0.0,87.0,110.0,52.0,228.0,1,10.0,0.0,23.0,0.0,0.0,January,1,Moderate Delay,263.08,58.0
2024,4,10,3,2024-04-10,AA,LGA,"New York, NY",NY,RDU,"Raleigh/Durham, NC",NC,-7.0,0.0,0.0,31.0,26.0,15.0,15.0,1.0,0.0,,0.0,103.0,125.0,68.0,431.0,2,0.0,0.0,15.0,0.0,0.0,January,0,Minor Delay,380.29,57.0
2024,4,5,5,2024-04-05,NK,BNA,"Nashville, TN",TN,FLL,"Fort Lauderdale, FL",FL,6.0,6.0,0.0,12.0,6.0,-6.0,0.0,0.0,0.0,,0.0,136.0,124.0,106.0,793.0,4,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,448.87,18.0
2024,2,7,3,2024-02-07,MQ,ICT,"Wichita, KS",KS,DFW,"Dallas/Fort Worth, TX",TX,-7.0,0.0,0.0,20.0,15.0,13.0,13.0,0.0,0.0,,0.0,83.0,103.0,68.0,328.0,2,0.0,0.0,0.0,0.0,0.0,January,0,Minor Delay,289.41,35.0
2024,3,28,4,2024-03-28,DL,GSO,"Greensboro/High Point, NC",NC,ATL,"Atlanta, GA",GA,-11.0,0.0,0.0,11.0,7.0,-23.0,0.0,0.0,0.0,,0.0,82.0,70.0,52.0,306.0,2,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,353.08,18.0
2024,4,20,6,2024-04-20,AA,GSO,"Greensboro/High Point, NC",NC,CLT,"Charlotte, NC",NC,-8.0,0.0,0.0,18.0,5.0,-8.0,0.0,0.0,0.0,,0.0,53.0,53.0,30.0,83.0,1,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,166.0,23.0
2024,4,6,6,2024-04-06,WN,LGB,"Long Beach, CA",CA,PHX,"Phoenix, AZ",AZ,-2.0,0.0,0.0,17.0,9.0,2.0,2.0,0.0,0.0,,0.0,80.0,84.0,58.0,355.0,2,0.0,0.0,0.0,0.0,0.0,January,0,Minor Delay,367.24,26.0
2024,2,4,7,2024-02-04,WN,SMF,"Sacramento, CA",CA,BUR,"Burbank, CA",CA,-3.0,0.0,0.0,15.0,1.0,7.0,7.0,0.0,0.0,,0.0,70.0,80.0,64.0,358.0,2,0.0,0.0,0.0,0.0,0.0,January,0,Minor Delay,335.62,16.0
2024,3,18,1,2024-03-18,WN,SJC,"San Jose, CA",CA,BUR,"Burbank, CA",CA,15.0,15.0,1.0,9.0,2.0,7.0,7.0,0.0,0.0,,0.0,70.0,62.0,51.0,296.0,2,0.0,0.0,0.0,0.0,0.0,January,0,Minor Delay,348.24,11.0
2024,1,8,1,2024-01-08,WN,LBB,"Lubbock, TX",TX,LAS,"Las Vegas, NV",NV,45.0,45.0,1.0,6.0,4.0,27.0,27.0,1.0,0.0,,0.0,140.0,122.0,112.0,775.0,4,0.0,0.0,0.0,0.0,27.0,January,1,Moderate Delay,415.18,10.0
2024,3,20,3,2024-03-20,UA,BOS,"Boston, MA",MA,ORD,"Chicago, IL",IL,-1.0,0.0,0.0,14.0,17.0,-8.0,0.0,0.0,0.0,,0.0,184.0,177.0,146.0,867.0,4,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,356.3,31.0
2024,4,7,7,2024-04-07,WN,DAL,"Dallas, TX",TX,TPA,"Tampa, FL",FL,0.0,0.0,0.0,26.0,5.0,6.0,6.0,0.0,0.0,,0.0,135.0,141.0,110.0,917.0,4,0.0,0.0,0.0,0.0,0.0,January,0,Minor Delay,500.18,31.0
2024,2,22,4,2024-02-22,OH,BHM,"Birmingham, AL",AL,CLT,"Charlotte, NC",NC,-9.0,0.0,0.0,19.0,13.0,-7.0,0.0,0.0,0.0,,0.0,92.0,94.0,62.0,350.0,2,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,338.71,32.0
2024,1,21,7,2024-01-21,WN,MCO,"Orlando, FL",FL,CMH,"Columbus, OH",OH,-7.0,0.0,0.0,12.0,5.0,-16.0,0.0,0.0,0.0,,0.0,135.0,126.0,109.0,802.0,4,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,441.47,17.0
2024,2,3,6,2024-02-03,AA,PHL,"Philadelphia, PA",PA,CLT,"Charlotte, NC",NC,-7.0,0.0,0.0,15.0,9.0,-27.0,0.0,0.0,0.0,,0.0,111.0,91.0,67.0,449.0,2,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,402.09,24.0
2024,3,20,3,2024-03-20,WN,LAX,"Los Angeles, CA",CA,SMF,"Sacramento, CA",CA,-6.0,0.0,0.0,17.0,3.0,-8.0,0.0,0.0,0.0,,0.0,85.0,83.0,63.0,373.0,2,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,355.24,20.0
2024,4,17,3,2024-04-17,B6,DCA,"Washington, DC",VA,MCO,"Orlando, FL",FL,-6.0,0.0,0.0,22.0,9.0,-13.0,0.0,0.0,0.0,,0.0,150.0,143.0,112.0,759.0,4,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,406.61,31.0
2024,4,13,6,2024-04-13,UA,SNA,"Santa Ana, CA",CA,DEN,"Denver, CO",CO,-10.0,0.0,0.0,14.0,10.0,-23.0,0.0,0.0,0.0,,0.0,140.0,127.0,103.0,846.0,4,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,492.82,24.0
2024,3,25,1,2024-03-25,WN,OKC,"Oklahoma City, OK",OK,DEN,"Denver, CO",CO,3.0,3.0,0.0,5.0,5.0,-11.0,0.0,0.0,0.0,,0.0,100.0,86.0,76.0,495.0,2,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,390.79,10.0
2024,1,25,4,2024-01-25,AA,MCI,"Kansas City, MO",MO,CLT,"Charlotte, NC",NC,-2.0,0.0,0.0,13.0,8.0,-11.0,0.0,0.0,0.0,,0.0,136.0,127.0,106.0,808.0,4,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,457.36,21.0
2024,1,11,4,2024-01-11,AA,DCA,"Washington, DC",VA,MIA,"Miami, FL",FL,17.0,17.0,1.0,16.0,19.0,19.0,19.0,1.0,0.0,,0.0,177.0,179.0,144.0,919.0,4,0.0,0.0,2.0,0.0,17.0,January,1,Moderate Delay,382.92,35.0
2024,2,21,3,2024-02-21,OO,GJT,"Grand Junction, CO",CO,DEN,"Denver, CO",CO,-10.0,0.0,0.0,18.0,6.0,-17.0,0.0,0.0,0.0,,0.0,75.0,68.0,44.0,212.0,1,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,289.09,24.0
2024,3,3,7,2024-03-03,UA,SFO,"San Francisco, CA",CA,IAH,"Houston, TX",TX,-2.0,0.0,0.0,23.0,9.0,-11.0,0.0,0.0,0.0,,0.0,232.0,223.0,191.0,1635.0,7,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,513.61,32.0
2024,2,26,1,2024-02-26,UA,CLE,"Cleveland, OH",OH,RSW,"Fort Myers, FL",FL,-7.0,0.0,0.0,13.0,3.0,-31.0,0.0,0.0,0.0,,0.0,172.0,148.0,132.0,1025.0,5,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,465.91,16.0
2024,3,4,1,2024-03-04,UA,SAT,"San Antonio, TX",TX,DEN,"Denver, CO",CO,-7.0,0.0,0.0,17.0,13.0,-4.0,0.0,0.0,0.0,,0.0,142.0,145.0,115.0,794.0,4,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,414.26,30.0
2024,4,20,6,2024-04-20,WN,SAT,"San Antonio, TX",TX,PHX,"Phoenix, AZ",AZ,4.0,4.0,0.0,6.0,5.0,-4.0,0.0,0.0,0.0,,0.0,145.0,137.0,126.0,843.0,4,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,401.43,11.0
2024,3,17,7,2024-03-17,HA,OGG,"Kahului, HI",HI,KOA,"Kona, HI",HI,3.0,3.0,0.0,11.0,5.0,7.0,7.0,0.0,0.0,,0.0,36.0,40.0,24.0,84.0,1,0.0,0.0,0.0,0.0,0.0,January,0,Minor Delay,210.0,16.0
2024,3,28,4,2024-03-28,UA,MIA,"Miami, FL",FL,ORD,"Chicago, IL",IL,3.0,3.0,0.0,32.0,6.0,-5.0,0.0,0.0,0.0,,0.0,210.0,202.0,164.0,1197.0,5,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,437.93,38.0
2024,2,24,6,2024-02-24,WN,MKE,"Milwaukee, WI",WI,BNA,"Nashville, TN",TN,-4.0,0.0,0.0,16.0,6.0,-13.0,0.0,0.0,0.0,,0.0,95.0,86.0,64.0,475.0,2,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,445.31,22.0
2024,1,30,2,2024-01-30,AA,ATL,"Atlanta, GA",GA,DFW,"Dallas/Fort Worth, TX",TX,21.0,21.0,1.0,12.0,11.0,-1.0,0.0,0.0,0.0,,0.0,153.0,131.0,108.0,731.0,3,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,406.11,23.0
2024,2,18,7,2024-02-18,WN,DEN,"Denver, CO",CO,HOU,"Houston, TX",TX,-1.0,0.0,0.0,10.0,4.0,-25.0,0.0,0.0,0.0,,0.0,150.0,126.0,112.0,883.0,4,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,473.04,14.0
2024,3,23,6,2024-03-23,B6,BZN,"Bozeman, MT",MT,BOS,"Boston, MA",MA,61.0,61.0,1.0,9.0,6.0,45.0,45.0,1.0,0.0,,0.0,256.0,240.0,225.0,1991.0,8,2.0,0.0,0.0,0.0,43.0,January,1,Moderate Delay,530.93,15.0
2024,2,24,6,2024-02-24,AS,STL,"St. Louis, MO",MO,SEA,"Seattle, WA",WA,-2.0,0.0,0.0,19.0,9.0,-18.0,0.0,0.0,0.0,,0.0,282.0,266.0,238.0,1709.0,7,0.0,0.0,0.0,0.0,0.0,January,0,Early/OnTime,430.84,28.0
2024,4,6,6,2024-04-06,WN,PHX,"Phoenix, AZ",AZ,DEN,"Denver, CO",CO,2.0,2.0,0.0,26.0,4.0,6.0,6.0,0.0,0.0,,0.0,100.0,104.0,74.0,602.0,3,0.0,0.0,0.0,0.0,0.0,January,0,Minor Delay,488.11,30.0
